municipios_BR_dadosFID,municipios_BR_dadosmun_nm,municipios_BR_dadoscod_ibge,municipios_BR_dadosT2_1_man,municipios_BR_dadosT2_2_rpe,municipios_BR_dadosT2_2_qe_m3,municipios_BR_dadosT2_2_qe_ls,municipios_BR_dadosT2_4_tpsis,municipios_BR_dadosT2_4_tp_op,municipios_BR_dadosT3_1_c_man,municipios_BR_dadosT3_2_sispr,municipios_BR_dadosT3_3_avqtt,municipios_BR_dadosT3_4_dist,municipios_BR_dadosT3_5_efdis,municipios_BR_dadosT3_6_efpr,municipios_BR_dadosT3_7_ish,municipios_BR_dadosT3_8_plnac,municipios_BR_dadosT3_9_ivi,municipios_BR_dadosT3_10_perd,municipios_BR_dadosT2_2_SiSem,WebServices_Croquis_vfinalcsvHiperlink1,WebServices_Croquis_vfinalcsvNome_Croqui1,WebServices_Croquis_vfinalcsvHiperlink2,WebServices_Croquis_vfinalcsvNome_Croqui2,WebServices_Croquis_vfinalcsvHiperlink3,WebServices_Croquis_vfinalcsvNome_Croqui3,WebServices_Croquis_vfinalcsvHiperlink4,WebServices_Croquis_vfinalcsvNome_Croqui4,WebServices_Croquis_vfinalcsvHiperlink5,WebServices_Croquis_vfinalcsvNome_Croqui5,WebServices_Croquis_vfinalcsvHiperlink6,WebServices_Croquis_vfinalcsvNome_Croqui6,WebServices_Croquis_vfinalcsvHiperlink7,WebServices_Croquis_vfinalcsvNome_Croqui7
51,Macedônia,3528205,Exclusivamente Subterrânea,3528205,0.001412,1.412044,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3528205_Macedonia.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
52,Limeira,3526902,Exclusivamente Superficial,3526902,0.001122,1.12197,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3526902_Limeira.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
53,Esperantina,1707405,Exclusivamente Subterrânea,1707405,0.000571,0.570761,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1707405_Esperantina.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
54,Goianorte,1708304,Exclusivamente Subterrânea,1708304,0.000364,0.363731,Sistema Isolado,Concessionária Privada,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1708304_Goianorte.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
55,Goiatins,1709005,Exclusivamente Subterrânea,1709005,0.001648,1.648126,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1709005_Goiatins.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
56,Guaraí,1709302,Exclusivamente Subterrânea,1709302,0.001303,1.303025,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1709302_Guarai.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
57,Gurupi,1709500,Preponderantemente Superficial,1709500,0.000431,0.430957,Sistema Isolado,Concessionária Privada,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Medida de Gestão,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1709500_Gurupi.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
58,Cabo Frio,3300704,Exclusivamente Superficial,3300704,0.001096,1.095843,Sistema Integrado,Concessionária Privada,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura Recomendada,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_RJ_INT_07_Prolagos.pdf,Sistema Integrado Prolagos,,,,,,,,,,,,
59,Cachoeiras de Macacu,3300803,Preponderantemente Superficial,3300803,0.001103,1.103429,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3300803_CachoeirasDeMacacu.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
60,Itacajá,1710508,Exclusivamente Superficial,1710508,0.001408,1.407744,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1710508_Itacaja.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
61,Pindorama do Tocantins,1717008,Exclusivamente Superficial,1717008,0.001204,1.204049,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Adequação do sistema,Manancial Não Vulnerável com Adequação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1717008_PindoramadoTocantins.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
62,Piraquê,1717206,Exclusivamente Subterrânea,1717206,0.001432,1.432217,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1717206_Piraque.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
63,Pium,1717503,Preponderantemente Superficial,1717503,0.000314,0.314475,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Adequação do sistema,Manancial Não Vulnerável com Adequação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1717503_Pium.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
64,Ponte Alta do Bom Jesus,1717800,Exclusivamente Superficial,1717800,0.002288,2.28799,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1717800_PonteAltadoBomJesus.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
65,Porto Alegre do Tocantins,1718006,Exclusivamente Subterrânea,1718006,0.002241,2.240897,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1718006_PortoAlegredoTocantins.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
66,Buritizal,3508207,Exclusivamente Subterrânea,3508207,0.001888,1.887725,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3508207_Buritizal.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
67,Manduri,3528601,Exclusivamente Subterrânea,3528601,0.002153,2.15329,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura Recomendada,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3528601_Manduri.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
68,Lagoa da Confusão,1711902,Exclusivamente Subterrânea,1711902,0.000285,0.284947,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1711902_LagoadaConfusao.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
69,Lagoa do Tocantins,1711951,Exclusivamente Subterrânea,1711951,0.002071,2.071127,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Baixa,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1711951_LagoadoTocantins.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
70,Lavandeira,1712157,Exclusivamente Superficial,1712157,0.003994,3.993886,Sistema Integrado,Concessionária Privada,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_TO_INT_01_CombinadoLavandeira.pdf,Sistema Integrado Combinado_Lavandeira,,,,,,,,,,,,
71,Lizarda,1712405,Exclusivamente Subterrânea,1712405,0.001504,1.503871,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1712405_Lizarda.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
72,Caiuá,3509106,Exclusivamente Subterrânea,3509106,0.001279,1.2793,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Baixa,Máxima,Alta,Medida de Gestão,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3509106_Caiua.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
73,Marabá Paulista,3528700,Exclusivamente Subterrânea,3528700,0.001401,1.400543,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,70 ≥ Índice de Cobertura > 90%,Média,Máxima,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3528700_MarabaPaulista.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
74,Cajamar,3509205,Preponderantemente Superficial,3509205,0.001773,1.772608,Sistema Integrado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3509205_Cajamar.pdf,Sistemas,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_SP_INT_07_Cantareira.pdf,Sistema Integrado Cantareira,,,,,,,,,,
75,Cajati,3509254,Exclusivamente Superficial,3509254,0.001956,1.956474,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3509254_Cajati.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
76,Maracaí,3528809,Exclusivamente Subterrânea,3528809,0.002346,2.345968,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3528809_Maracai.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
77,Presidente Kennedy,1718402,Exclusivamente Subterrânea,1718402,0.001428,1.42818,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1718402_PresidenteKennedy.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
78,Pugmil,1718451,Exclusivamente Subterrânea,1718451,0.000437,0.437165,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Baixa,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1718451_Pugmil.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
79,Recursolândia,1718501,Exclusivamente Subterrânea,1718501,0.001806,1.806159,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1718501_Recursolandia.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
80,Riachinho,1718550,Exclusivamente Superficial,1718550,0.000639,0.639067,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Baixa,Máxima,Alta,Medida de Gestão,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1718550_Riachinho.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
81,Marianópolis do Tocantins,1712504,Exclusivamente Subterrânea,1712504,0.000228,0.228349,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Baixa,Alta,Média,Medida de Gestão,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1712504_MarianopolisdoTocantins.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
82,Mateiros,1712702,Exclusivamente Subterrânea,1712702,0.001642,1.641554,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1712702_Mateiros.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
83,Cajobi,3509304,Exclusivamente Subterrânea,3509304,0.001472,1.471608,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3509304_Cajobi.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
84,Cajuru,3509403,Exclusivamente Superficial,3509403,0.002071,2.071094,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3509403_Cajuru.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
85,Campina do Monte Alegre,3509452,Exclusivamente Subterrânea,3509452,0.000962,0.96199,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3509452_CampinadoMonteAlegre.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
86,Campinas,3509502,Exclusivamente Superficial,3509502,0.001271,1.271435,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3509502_Campinas.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
87,Campo Limpo Paulista,3509601,Exclusivamente Superficial,3509601,0.001555,1.554626,Sistema Integrado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,70 ≥ Índice de Cobertura > 90%,Baixa,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_SP_INT_06_CampoVarzea.pdf,Sistema Integrado Campo-Várzea,,,,,,,,,,,,
88,Campos do Jordão,3509700,Exclusivamente Superficial,3509700,0.003673,3.672885,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,50 ≥ Índice de Cobertura > 70%,Baixa,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3509700_CamposdoJordão.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
89,Campos Novos Paulista,3509809,Exclusivamente Subterrânea,3509809,0.001943,1.943139,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3509809_CamposNovosPaulista.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
90,Miracema do Tocantins,1713205,Exclusivamente Superficial,1713205,0.000892,0.891727,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1713205_MiracemadoTocantins.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
91,Miranorte,1713304,Exclusivamente Superficial,1713304,0.001394,1.393993,Sistema Isolado,Concessionária Privada,Manancial Não Vulnerável,Adequação do sistema,Manancial Não Vulnerável com Adequação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1713304_Miranorte.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
92,Monte do Carmo,1713601,Exclusivamente Superficial,1713601,0.000853,0.852577,Sistema Isolado,Concessionária Privada,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1713601_MontedoCarmo.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
93,Monte Santo do Tocantins,1713700,Exclusivamente Subterrânea,1713700,0.000152,0.152151,Sistema Isolado,Companhia Estadual,Manancial com Média Vulnerabilidade,Satisfatório,Manancial com Média Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Média,Baixa,Média,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,C,Ação necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1713700_MonteSantodoTocantins.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
94,Sandolândia,1718840,Exclusivamente Superficial,1718840,0.000237,0.236862,Sistema Isolado,Companhia Estadual,Manancial com Média Vulnerabilidade,Ampliação do sistema,Manancial com Média Vulnerabilidade,90 ≥ Índice de Cobertura > 97%,Média,Mínima,Baixa,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,B,Ação necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1718840_Sandolandia.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
95,Arapiraca,2700300,Exclusivamente Superficial,2700300,0.001442,1.441742,Sistema Integrado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Baixa,Máxima,Alta,Medida de Gestão,D,Ação não necessária,Sistema Integrado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_AL_INT_01_Agreste.pdf,Sistema Integrado Agreste ,,,,,,,,,,,,
96,Natividade,1714203,Preponderantemente Subterrânea,1714203,0.000284,0.283738,Sistema Isolado,Concessionária Privada,Manancial com Média Vulnerabilidade,Ampliação do sistema,Manancial com Média Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Média,Mínima,Baixa,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,B,Ação necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1714203_Natividade.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
